352	legal_department_management.view_ldm_engagement_form	Below the Bar's minimum retainer of
839	legal_department_management.view_ldm_engagement_form	Fee per matter
840	legal_department_management.view_ldm_engagement_form	Fee per session
1175	legal_department_management.view_ldm_engagement_form	Link matters from each matter's Money tab. The 20% cap is checked against their value.
1277	legal_department_management.view_ldm_engagement_form	Monthly fee
2327	legal_department_management.view_ldm_engagement_form	Waive
2370	legal_department_management.view_ldm_engagement_form	What the office agreed to do, and what it did not.
2415	legal_department_management.view_ldm_engagement_form	Why the fee may exceed 20% of the value
2463	legal_department_management.view_ldm_engagement_form	a month\n                        for this kind of company (Iraqi Bar order 3021 of 2021; check the current amount).
133	legal_department_management.view_ldm_engagement_kanban	<span class="small" invisible="signed">Not signed</span>\n                            <span class="small text-muted" invisible="not signed">Signed</span>
1416	legal_department_management.view_ldm_engagement_search	Not signed
1843	legal_department_management.view_ldm_engagement_search	Retainers
186	legal_department_management.view_ldm_expense_form	Accounting
1462	legal_department_management.view_ldm_expense_form	Number on the government receipt
2191	legal_department_management.view_ldm_expense_form	This expense is on an invoice to the client.
2490	legal_department_management.view_ldm_expense_form	e.g. Court fee for the statement of claim
1661	legal_department_management.view_ldm_expense_post_wizard_form	Post
890	legal_department_management.view_ldm_expense_search	From a cash advance
891	legal_department_management.view_ldm_expense_search	From client money
1406	legal_department_management.view_ldm_expense_search	Not invoiced
1610	legal_department_management.view_ldm_expense_search	Paid by me
1737	legal_department_management.view_ldm_expense_search	Recharged to the client
2167	legal_department_management.view_ldm_fee_waive_wizard_form	The reason is kept on the agreement.
111	legal_department_management.view_ldm_fund_move_wizard_form	;\n                    afterwards:
943	legal_department_management.view_ldm_fund_move_wizard_form	Held for this client now:
1495	legal_department_management.view_ldm_fund_move_wizard_form	Only a legal manager can allow it.
2210	legal_department_management.view_ldm_fund_move_wizard_form	This would take the client's money below zero.
129	legal_department_management.view_ldm_guarantee_form	<span class="o_stat_text">Letters</span>
810	legal_department_management.view_ldm_guarantee_form	Expires in
2476	legal_department_management.view_ldm_guarantee_form	days. Ask the bank to extend it,\n                        or release it if the obligation is fulfilled.
2496	legal_department_management.view_ldm_guarantee_form	e.g. Performance guarantee — Basra water contract
1180	legal_department_management.view_ldm_guarantee_search	Live
521	legal_department_management.view_ldm_guarantee_wizard_form	Confirm
1584	legal_department_management.view_ldm_guarantee_wizard_form	Optional note for the history
1756	legal_department_management.view_ldm_hearing_form	Record what happened
1833	legal_department_management.view_ldm_hearing_form	Responsible for the matter
2369	legal_department_management.view_ldm_hearing_form	What the court said and did
1741	legal_department_management.view_ldm_hearing_kanban	Record
273	legal_department_management.view_ldm_hearing_outcome_wizard_form	Anything worth remembering from the session
645	legal_department_management.view_ldm_hearing_outcome_wizard_form	Deadlines this judgment opens
2487	legal_department_management.view_ldm_hearing_outcome_wizard_form	e.g. Bring the expert's report
322	legal_department_management.view_ldm_hearing_search	Attending
945	legal_department_management.view_ldm_hearing_search	Held, not yet recorded
1326	legal_department_management.view_ldm_hearing_search	Next 14 days
1758	legal_department_management.view_ldm_hearing_search	Recorded
2267	legal_department_management.view_ldm_hearing_search	Upcoming
154	legal_department_management.view_ldm_holiday_form	A deadline whose last day falls on this holiday moves to the next working day, and the lawyers whose dates move are told on their matters.
2492	legal_department_management.view_ldm_holiday_form	e.g. Eid al-Adha
766	legal_department_management.view_ldm_holiday_search	Estimated dates
896	legal_department_management.view_ldm_holiday_search	From today
2107	legal_department_management.view_ldm_invoice_wizard_form	The invoices are created as drafts: check the date and the lines on each before sending it.
1183	legal_department_management.view_ldm_judgment_challenge_wizard_form	Lodge
2072	legal_department_management.view_ldm_judgment_challenge_wizard_form	The challenge's period is marked as met, the other open challenge periods of this judgment close, and the next court stage opens on the matter.
1286	legal_department_management.view_ldm_judgment_form	Most challenge periods count from the day after the judgment is served. Enter the notification date to count them.
2087	legal_department_management.view_ldm_judgment_form	The court
2110	legal_department_management.view_ldm_judgment_form	The judgment
2368	legal_department_management.view_ldm_judgment_form	What the court decided, in a few lines.
862	legal_department_management.view_ldm_letter_template_form	Filled with
954	legal_department_management.view_ldm_letter_template_form	How letters to that body are addressed
1597	legal_department_management.view_ldm_letter_template_form	Our company or office
1598	legal_department_management.view_ldm_letter_template_form	Our role in the lawsuit
1647	legal_department_management.view_ldm_letter_template_form	Placeholder
1648	legal_department_management.view_ldm_letter_template_form	Placeholders
1650	legal_department_management.view_ldm_letter_template_form	Plain text. Use the placeholders on the next tab, in braces.
2068	legal_department_management.view_ldm_letter_template_form	The body or court the letter goes to
2078	legal_department_management.view_ldm_letter_template_form	The client's address
2081	legal_department_management.view_ldm_letter_template_form	The client's registration number
2088	legal_department_management.view_ldm_letter_template_form	The court case number
2114	legal_department_management.view_ldm_letter_template_form	The lawyer responsible for the matter
2120	legal_department_management.view_ldm_letter_template_form	The letter of guarantee
2121	legal_department_management.view_ldm_letter_template_form	The letter's register number and date
2122	legal_department_management.view_ldm_letter_template_form	The letter's subject
2125	legal_department_management.view_ldm_letter_template_form	The matter number
2126	legal_department_management.view_ldm_letter_template_form	The matter title
2138	legal_department_management.view_ldm_letter_template_form	The number and date of the letter we answer
2139	legal_department_management.view_ldm_letter_template_form	The number of the issued opinion
2149	legal_department_management.view_ldm_letter_template_form	The opposing party
2161	legal_department_management.view_ldm_letter_template_form	The power of attorney
2235	legal_department_management.view_ldm_letter_template_form	Today's date
2402	legal_department_management.view_ldm_letter_template_form	Who signs, and their title
2445	legal_department_management.view_ldm_letter_template_form	Write a placeholder in braces, for example {client}. Only these names are filled; anything else in braces is printed as written, so a typo shows on the draft.
2498	legal_department_management.view_ldm_letter_template_form	e.g. Request for a good-standing certificate
2503	legal_department_management.view_ldm_letter_template_form	e.g. Update on {matter}
1080	legal_department_management.view_ldm_monthly_report_wizard_form	Lawsuits for and against, matters opened and closed, sessions, judgments, pending challenges, missed periods, government transactions by body, and what expires in the next 60 days.
1104	legal_department_management.view_ldm_obligation_form	Leave empty to be reminded only
1561	legal_department_management.view_ldm_obligation_form	Open the matter now
2082	legal_department_management.view_ldm_obligation_form	The client's responsible
2395	legal_department_management.view_ldm_obligation_form	Where it is filed, who signs, penalties for lateness...
2485	legal_department_management.view_ldm_obligation_form	e.g. Annual tax return
727	legal_department_management.view_ldm_obligation_search	Due in 30 days
1798	legal_department_management.view_ldm_obligation_search	Reminder only
1808	legal_department_management.view_ldm_opinion_list	Replaced by
971	legal_department_management.view_ldm_opinion_search	In force
1021	legal_department_management.view_ldm_opinion_search	Issued
1807	legal_department_management.view_ldm_opinion_search	Replaced
2429	legal_department_management.view_ldm_opinion_search	Words in the question or the opinion
746	legal_department_management.view_ldm_poa_form	Empty: valid before every body
1281	legal_department_management.view_ldm_poa_form	More
1323	legal_department_management.view_ldm_poa_form	New power of attorney
1860	legal_department_management.view_ldm_poa_form	Revoke
2053	legal_department_management.view_ldm_poa_form	The acts the agent may do, in the words of the deed.
2477	legal_department_management.view_ldm_poa_form	days. Once it is renewed,\n                        enter the new expiry date.
881	legal_department_management.view_ldm_poa_revoke_wizard_form	For example: the client ended the mandate by notarial notice 1234 of 20 September 2026.
2186	legal_department_management.view_ldm_poa_revoke_wizard_form	These open matters rely on it; their responsible will be told:
228	legal_department_management.view_ldm_poa_search	Agent
376	legal_department_management.view_ldm_poa_search	Can act today
956	legal_department_management.view_ldm_poa_search	I am an agent
107	legal_department_management.view_ldm_request_form	.\n                        Status:
114	legal_department_management.view_ldm_request_form	<b>Declined:</b>
115	legal_department_management.view_ldm_request_form	<b>Returned to you:</b>
179	legal_department_management.view_ldm_request_form	Accept
511	legal_department_management.view_ldm_request_form	Complete the request, then press “Send again”.
1845	legal_department_management.view_ldm_request_form	Return
1910	legal_department_management.view_ldm_request_form	Send again
1914	legal_department_management.view_ldm_request_form	Send the result
2034	legal_department_management.view_ldm_request_form	Take it
2117	legal_department_management.view_ldm_request_form	The legal team opened matter
2360	legal_department_management.view_ldm_request_form	What is the question or the situation? Who is the other party? What has been done so far?
2499	legal_department_management.view_ldm_request_form	e.g. Review the supply contract with Al-Nahrain Company
2544	legal_department_management.view_ldm_request_form	· next date
264	legal_department_management.view_ldm_request_reason_wizard_form	Answer the request
883	legal_department_management.view_ldm_request_reason_wizard_form	For example: this is a commercial decision, not a legal question.
2358	legal_department_management.view_ldm_request_reason_wizard_form	What is missing? For example: attach the signed draft and the other party's registration certificate.
2407	legal_department_management.view_ldm_request_reason_wizard_form	Why
1909	legal_department_management.view_ldm_request_result_wizard_form	Send
2124	legal_department_management.view_ldm_request_result_wizard_form	The matter has no files yet: the requester will receive the message only.
1252	legal_department_management.view_ldm_request_search	Mine to handle
1311	legal_department_management.view_ldm_request_search	Needed within 7 days
1851	legal_department_management.view_ldm_request_search	Returned
2229	legal_department_management.view_ldm_request_search	To handle
145	legal_department_management.view_ldm_statement_wizard_form	<span>to</span>
2046	legal_department_management.view_ldm_statement_wizard_form	Tell the client
271	legal_department_management.view_ldm_task_decision_wizard_form	Anything the next person to open this file should know.
2166	legal_department_management.view_ldm_task_decision_wizard_form	The reason is kept in the matter's history.
2200	legal_department_management.view_ldm_task_decision_wizard_form	This matter still has
2417	legal_department_management.view_ldm_task_decision_wizard_form	Why?
2513	legal_department_management.view_ldm_task_decision_wizard_form	open steps, sessions or deadlines.
348	legal_department_management.view_ldm_task_decision_wizard_form_money	Before closing
1849	legal_department_management.view_ldm_task_decision_wizard_form_money	Return the client's money and original documents when the matter ends (Advocacy Law Art. 53).
2416	legal_department_management.view_ldm_task_decision_wizard_form_money	Why the remaining fee is waived
302	legal_department_management.view_ldm_task_document_form	Ask for confirmation
697	legal_department_management.view_ldm_task_document_form	Document to collect
2033	legal_department_management.view_ldm_task_document_form	Take from the client's records
2364	legal_department_management.view_ldm_task_document_form	What the body said about this document...
168	legal_department_management.view_ldm_task_step_form	A note for whoever does it
2489	legal_department_management.view_ldm_task_step_form	e.g. Collect the tax clearance letter
2069	legal_department_management.view_ldm_task_template_form	The body's usual answer time
2391	legal_department_management.view_ldm_task_template_form	When to use this type, what the body asks for...
2501	legal_department_management.view_ldm_task_template_form	e.g. Tax clearance for companies
917	legal_department_management.view_ldm_task_template_search	Government services
1078	legal_department_management.view_ldm_task_template_search	Lawsuits
2243	legal_department_management.view_ldm_task_template_search	Tracked for every company
2215	legal_department_management.view_ldm_time_pivot	Time analysis
1639	legal_department_management.view_ldm_time_search	Person
2227	legal_department_management.view_ldm_time_search	To approve
1685	legal_department_management.view_legal_company_form	Print file
1777	legal_department_management.view_legal_company_form	Registration
2483	legal_department_management.view_legal_company_form	e.g. Al-Rafidain Contracting Company
1471	legal_department_management.view_legal_company_form_gov	Obligations
127	legal_department_management.view_legal_company_form_money	<span class="o_stat_text">Balance due</span>
128	legal_department_management.view_legal_company_form_money	<span class="o_stat_text">Client money</span>
130	legal_department_management.view_legal_company_form_money	<span class="o_stat_text">Message the client</span>
131	legal_department_management.view_legal_company_form_money	<span class="o_stat_text">To invoice</span>
137	legal_department_management.view_legal_company_form_money	<span invisible="ldm_fund_balance_text">0</span>
1321	legal_department_management.view_legal_company_form_ws	New matter for this client
132	legal_department_management.view_legal_company_kanban	<span class="small text-muted" invisible="pending_tasks_count">No open matters</span>
2512	legal_department_management.view_legal_company_kanban	open
767	legal_department_management.view_legal_company_report_wizard_form	Every body or court
770	legal_department_management.view_legal_company_report_wizard_form	Every matter of the client
1302	legal_department_management.view_legal_company_report_wizard_form	Narrow down (optional)
985	legal_department_management.view_legal_company_search	Individuals
1176	legal_department_management.view_legal_department_form	Link to the location on a map
2131	legal_department_management.view_legal_department_form	The ministry's or the legal calendar
2367	legal_department_management.view_legal_department_form	What the counter asks for, who to ask, what to avoid...
2494	legal_department_management.view_legal_department_form	e.g. General Commission for Taxes
2502	legal_department_management.view_legal_department_form	e.g. The Director General of the General Commission for Taxes
2504	legal_department_management.view_legal_department_form	e.g. from 8:00 to 14:00, Sunday to Thursday
785	legal_department_management.view_legal_department_search	Execution directorates
912	legal_department_management.view_legal_department_search	Government bodies
146	legal_department_management.view_legal_general_report_wizard_form	<span>–</span>
768	legal_department_management.view_legal_general_report_wizard_form	Every client
2040	legal_department_management.view_legal_general_report_wizard_form	Target or next date
136	legal_department_management.view_legal_handover_wizard_form	<span dir="auto">These powers of attorney name them: a new one is needed.</span>
2366	legal_department_management.view_legal_handover_wizard_form	What the colleague should know: where the files are, who to call...
1170	legal_department_management.view_legal_ministry_form	Letters this authority expects, who signs them, where to send them...
2119	legal_department_management.view_legal_ministry_form	The legal working calendar
2495	legal_department_management.view_legal_ministry_form	e.g. Ministry of Finance
495	legal_department_management.view_legal_ministry_search	Commissions and unions
1049	legal_department_management.view_legal_ministry_search	Judicial councils
237	legal_department_management.view_legal_readiness_wizard_form	All document types the client holds
169	legal_department_management.view_legal_task_create_wizard_form	A partner decides before any work starts. You can open the matter now: it stays New until then.
272	legal_department_management.view_legal_task_create_wizard_form	Anything the team should know from the start
435	legal_department_management.view_legal_task_create_wizard_form	Chosen for you
599	legal_department_management.view_legal_task_create_wizard_form	Create and add another
600	legal_department_management.view_legal_task_create_wizard_form	Create and open
861	legal_department_management.view_legal_task_create_wizard_form	Filled in from the type and the client
868	legal_department_management.view_legal_task_create_wizard_form	First session
913	legal_department_management.view_legal_task_create_wizard_form	Government body
1547	legal_department_management.view_legal_task_create_wizard_form	Open it and ask a partner
1658	legal_department_management.view_legal_task_create_wizard_form	Possible conflict of interest
1899	legal_department_management.view_legal_task_create_wizard_form	Search by body or ministry
1902	legal_department_management.view_legal_task_create_wizard_form	Search the matter types
2145	legal_department_management.view_legal_task_create_wizard_form	The office does not take matters with a conflict. Ask a partner.
2152	legal_department_management.view_legal_task_create_wizard_form	The other side's name
2254	legal_department_management.view_legal_task_create_wizard_form	Type a name; a new one can be created here
105	legal_department_management.view_legal_task_form	, sent by
187	legal_department_management.view_legal_task_form	Accounting (older records)
554	legal_department_management.view_legal_task_form	Contract value
827	legal_department_management.view_legal_task_form	Facts, letter numbers, what was said at the counter...
1593	legal_department_management.view_legal_task_form	Other files
1784	legal_department_management.view_legal_task_form	Rejected by
2450	legal_department_management.view_legal_task_form	Write the opinion here.
2484	legal_department_management.view_legal_task_form	e.g. Annual tax clearance for 2026
304	legal_department_management.view_legal_task_form_gov	Ask the issuing body to confirm it is genuine
853	legal_department_management.view_legal_task_form_gov	File it in the client's records for the next matter
2035	legal_department_management.view_legal_task_form_gov	Take the copy held in the client's records
2108	legal_department_management.view_legal_task_form_gov	The issuing body confirmed it is genuine
1185	legal_department_management.view_legal_task_form_lit	Lodge a challenge against this judgment
119	legal_department_management.view_legal_task_form_money	<i class="fa fa-exclamation-triangle" title="Possible conflict of interest" role="img"/>\n                    <span class="flex-grow-1">Possible conflict of interest. A legal manager must decide before work starts.</span>
671	legal_department_management.view_legal_task_form_money	Declined after the conflict check. This matter cannot start.
1735	legal_department_management.view_legal_task_form_money	Recharge
1904	legal_department_management.view_legal_task_form_money	See the matches
103	legal_department_management.view_legal_task_form_reg	).\n                    Record a valid one before the next step.
134	legal_department_management.view_legal_task_form_reg	<span class="text-muted" invisible="superseded_by_id">Issued and frozen. To change it, revise it from the gear menu.</span>\n                    <span class="text-warning" invisible="not superseded_by_id">Replaced by a revision.</span>
722	legal_department_management.view_legal_task_form_reg	Download the opinion memo
1020	legal_department_management.view_legal_task_form_reg	Issue opinion
2164	legal_department_management.view_legal_task_form_reg	The power of attorney this matter relies on is no longer valid\n                    (
1201	legal_department_management.view_legal_task_form_ws	Mark as waiting
1686	legal_department_management.view_legal_task_form_ws	Print follow-up sheet
1837	legal_department_management.view_legal_task_form_ws	Resume work
1295	legal_department_management.view_legal_task_search	My matters
2324	legal_department_management.view_legal_task_search	Waiting on the body
537	legal_department_management.view_legal_task_search_money	Conflict to decide
1674	legal_department_management.view_legal_task_search_reg	Power of attorney not valid
1693	legal_department_management.view_legal_visit_wizard_form	Printed on the receipt
1879	legal_department_management.view_legal_visit_wizard_form	Save visit
2371	legal_department_management.view_legal_visit_wizard_form	What the visit was for
2488	legal_department_management.view_legal_visit_wizard_form	e.g. Collect the clearance letter
2505	legal_department_management.view_legal_visit_wizard_form	e.g. the renewed tax card
